,Rank ,Agent ,KD ,KDA ,Win % ,Pick % ,Avg. Score ,First Blood % ,Matches ,Roles 
0,1,Jett,1.07, 17.3  /  16.2  /  3.7 ,48.9%,15.8%,236,0.1%,"16,836",Duelist
1,2,Sova,1.02, 14.9  /  14.6  /  6.2 ,49.7%,12.0%,209,0.2%,"12,819",Initiator
2,3,Omen,0.99, 15  /  15.1  /  8.9 ,48.8%,11.2%,206,0.1%,"11,976",Controller
3,4,Killjoy,1.03, 14.8  /  14.4  /  3.8 ,48.9%,11.1%,203,0.2%,"11,883",Sentinel
4,5,Reyna,1.11, 17.6  /  15.9  /  4.5 ,49.2%,9.9%,241,0.1%,"10,582",Duelist
5,6,KAY/O,0.94, 14.8  /  15.7  /  9.5 ,47.1%,5.0%,208,0.1%,"5,329",Initiator
6,7,Sage,0.95, 14.1  /  14.9  /  7.2 ,50.1%,4.8%,195,0.1%,"5,142",Sentinel
7,8,Brimstone,0.97, 14.7  /  15.1  /  10.4 ,53.1%,4.8%,207,0.1%,"5,086",Controller
8,9,Raze,1.04, 16.6  /  16  /  4.9 ,49.4%,4.8%,239,0.1%,"5,086",Duelist
9,10,Cypher,1.0, 14.7  /  14.7  /  5.1 ,48.1%,3.4%,198,0.2%,"3,656",Sentinel
10,11,Phoenix,1.1, 17.4  /  15.9  /  5.1 ,50.7%,3.3%,242,0.1%,"3,535",Duelist
11,12,Fade,1.0, 14.9  /  15  /  6.8 ,48.0%,3.0%,203,0.1%,"3,234",Initiator
12,13,Skye,0.94, 14.4  /  15.4  /  7.7 ,47.7%,2.8%,200,0.1%,"3,005",Initiator
13,14,Astra,1.06, 15.7  /  14.8  /  8.2 ,51.2%,2.6%,212,0.2%,"2,744",Controller
14,15,Chamber,1.08, 16.5  /  15.3  /  2.8 ,48.4%,2.1%,219,0.1%,"2,228",Sentinel
15,16,Breach,0.93, 14.4  /  15.5  /  7.3 ,44.5%,0.9%,199,0.1%,"1,010",Initiator
16,17,Yoru,0.98, 16  /  16.2  /  4.6 ,45.6%,0.8%,216,0.1%,802,Duelist
17,18,Neon,0.95, 15.8  /  16.7  /  4.3 ,44.3%,0.7%,219,0.1%,734,Duelist
18,19,Viper,0.97, 14.6  /  15  /  5.9 ,42.8%,0.5%,202,0.2%,579,Controller
19,20,Harbor,0.91, 14.3  /  15.6  /  6.1 ,39.7%,0.3%,197,0.1%,325,Controller
