,Rank ,Agent ,KD ,KDA ,Win % ,Pick % ,Avg. Score ,First Blood % ,Matches 
0,1,Jett,1.08, 17.2  /  15.9  /  3.8 ,47.9%,12.5%,239,0.1%,"22,390"
1,2,Reyna,1.14, 17.9  /  15.7  /  4.6 ,49.7%,10.7%,249,0.1%,"19,253"
2,3,Fade,0.96, 14.4  /  15  /  6.5 ,50.3%,8.5%,201,0.1%,"15,288"
3,4,Sage,0.92, 13.7  /  15  /  7.2 ,50.3%,8.0%,190,0.1%,"14,361"
4,5,Viper,1, 14.7  /  14.7  /  6.1 ,49.9%,7.0%,206,0.2%,"12,630"
5,6,Killjoy,1.03, 14.6  /  14.2  /  3.9 ,50.3%,5.8%,204,0.2%,"10,339"
6,7,Cypher,1.01, 14.8  /  14.6  /  4.8 ,48.9%,5.1%,201,0.2%,"9,175"
7,8,Raze,1.04, 16.6  /  15.9  /  4.8 ,49.0%,4.7%,240,0.1%,"8,435"
8,9,Skye,0.95, 14.5  /  15.2  /  7.8 ,48.1%,4.5%,202,0.1%,"8,019"
9,10,Phoenix,1.11, 17.3  /  15.5  /  5 ,51.6%,4.4%,242,0.1%,"7,882"
10,11,Astra,1.05, 15.2  /  14.4  /  6.6 ,49.1%,4.2%,207,0.2%,"7,549"
11,12,KAY/O,0.92, 14.5  /  15.7  /  8.8 ,45.6%,4.1%,206,0.1%,"7,362"
12,13,Chamber,1.08, 16  /  14.8  /  3 ,47.6%,3.6%,217,0.1%,"6,394"
13,14,Harbor,0.91, 13.7  /  15.1  /  6.1 ,46.1%,3.5%,190,0.1%,"6,272"
14,15,Brimstone,0.97, 14.4  /  14.9  /  8.4 ,51.1%,3.4%,205,0.1%,"6,131"
15,16,Omen,0.96, 14.7  /  15.3  /  6.7 ,47.3%,2.8%,205,0.1%,"5,004"
16,17,Sova,0.99, 14.6  /  14.8  /  5.8 ,48.3%,2.6%,205,0.1%,"4,755"
17,18,Neon,1, 16.3  /  16.3  /  4.3 ,49.3%,1.7%,229,0.1%,"3,098"
18,19,Breach,0.94, 14.5  /  15.5  /  6.9 ,49.9%,1.5%,202,0.1%,"2,766"
19,20,Yoru,1.03, 16.1  /  15.7  /  4.5 ,47.5%,1.3%,223,0.1%,"2,401"
