,Rank ,Agent ,KD ,KDA ,Win % ,Pick % ,Avg. Score ,First Blood % ,Matches 
0,1,Reyna,1.16, 17.9  /  15.5  /  4.5 ,50.2%,11.8%,251,0.1%,"1,041,448"
1,2,Jett,1.11, 17.4  /  15.7  /  3.8 ,49.6%,11.2%,243,0.1%,"982,054"
2,3,Omen,0.99, 14.9  /  15.1  /  6.9 ,48.9%,10.6%,207,0.1%,"930,308"
3,4,Sage,0.91, 13.5  /  14.8  /  7 ,49.9%,10.0%,190,0.1%,"877,255"
4,5,Killjoy,0.99, 14.1  /  14.3  /  3.7 ,50.2%,6.5%,198,0.1%,"575,137"
5,6,Raze,1.05, 16.5  /  15.7  /  4.7 ,49.4%,5.7%,238,0.1%,"502,463"
6,7,Sova,1, 14.6  /  14.6  /  5.5 ,49.9%,5.6%,205,0.1%,"495,554"
7,8,Brimstone,0.96, 14.3  /  14.8  /  8.3 ,50.8%,5.5%,205,0.1%,"481,960"
8,9,Skye,0.94, 14.1  /  15  /  7.5 ,49.0%,4.9%,198,0.1%,"427,777"
9,10,Phoenix,1.12, 17.2  /  15.3  /  4.6 ,50.5%,3.8%,242,0.1%,"332,169"
10,11,Gekko,0.93, 14  /  15.1  /  4.9 ,49.4%,3.5%,195,0.1%,"309,137"
11,12,Chamber,1.07, 15.8  /  14.8  /  3 ,48.2%,3.4%,216,0.1%,"300,745"
12,13,Cypher,1, 14.5  /  14.5  /  4.8 ,49.1%,3.3%,200,0.1%,"288,711"
13,14,Breach,0.94, 14.4  /  15.4  /  6.4 ,48.6%,2.7%,202,0.1%,"233,564"
14,15,Fade,0.94, 14.2  /  15.1  /  6.4 ,49.1%,2.5%,199,0.1%,"218,041"
15,16,KAY/O,0.91, 14.1  /  15.5  /  8.6 ,45.7%,2.4%,202,0.1%,"214,128"
16,17,Neon,0.99, 16  /  16.2  /  4.1 ,47.5%,1.6%,226,0.1%,"142,526"
17,18,Viper,0.97, 14.3  /  14.7  /  5.6 ,48.0%,1.5%,202,0.1%,"134,539"
18,19,Yoru,1.01, 15.6  /  15.5  /  4.4 ,47.0%,1.5%,218,0.1%,"129,156"
19,20,Astra,1.02, 14.9  /  14.6  /  6.2 ,49.2%,1.4%,206,0.1%,"126,176"
20,21,Harbor,0.9, 13.8  /  15.3  /  5.9 ,45.4%,0.6%,194,0.1%,"52,230"
