,Rank ,Agent ,KD ,KDA ,Win % ,Pick % ,Avg. Score ,First Blood % ,Matches ,Roles 
0,1,Jett,1.11, 18  /  16.3  /  3.5 ,51.0%,22.4%,241,0.1%,"26,130",Duelist
1,2,Sova,1.07, 15.5  /  14.5  /  6.5 ,49.7%,17.7%,212,0.1%,"20,616",Initiator
2,3,Omen,1.03, 15.6  /  15.1  /  10.1 ,48.9%,15.5%,209,0.1%,"18,012",Controller
3,4,Killjoy,1.1, 16.2  /  14.7  /  3.4 ,49.9%,14.6%,215,0.1%,"17,057",Sentinel
4,5,KAY/O,0.96, 15.1  /  15.7  /  10.5 ,45.2%,9.0%,209,0.1%,"10,475",Initiator
5,6,Reyna,1.13, 17.8  /  15.8  /  4.4 ,52.5%,6.8%,239,0.1%,"7,950",Duelist
6,7,Raze,1.04, 16.9  /  16.3  /  5.1 ,52.7%,2.5%,238,0.1%,"2,916",Duelist
7,8,Cypher,1.06, 15.8  /  14.9  /  4.8 ,49.7%,2.3%,208,0.1%,"2,721",Sentinel
8,9,Chamber,1.12, 17.3  /  15.5  /  2.5 ,49.0%,1.7%,224,0.1%,"1,933",Sentinel
9,10,Fade,1.07, 16  /  15  /  7.7 ,51.9%,1.6%,220,0.1%,"1,899",Initiator
10,11,Phoenix,1.1, 17.6  /  16  /  5.2 ,50.1%,1.5%,239,0.1%,"1,782",Duelist
11,12,Astra,1.07, 15.7  /  14.8  /  8.6 ,50.1%,1.3%,212,0.1%,"1,569",Controller
12,13,Sage,1.04, 15.2  /  14.5  /  7 ,53.5%,1.0%,207,0.1%,"1,153",Sentinel
13,14,Skye,0.97, 14.9  /  15.4  /  8 ,49.3%,0.9%,201,0.1%,"1,084",Initiator
14,15,Yoru,1.07, 16.9  /  15.9  /  5.2 ,51.4%,0.9%,231,0.1%,"1,079",Duelist
15,16,Brimstone,1.06, 15.8  /  14.9  /  12.7 ,49.1%,0.1%,217,114,,Controller
16,17,Breach,0.91, 14.5  /  15.9  /  8.2 ,38.9%,0.0%,198,0.1%,18,Initiator
17,18,Gekko,1.12, 17.3  /  15.5  /  4.6 ,60.0%,0.0%,224,0.1%,10,Initiator
18,19,Harbor,0.4, 6  /  15  /  4 ,0.0%,115,1,,,Controller
