,Rank ,Agent ,KD ,KDA ,Win % ,Pick % ,Avg. Score ,First Blood % ,Matches ,Roles 
0,1,Sage,0.88, 12.9  /  14.6  /  6.8 ,50.1%,13.4%,185,0.1%,"30,693",Sentinel
1,2,Reyna,1.14, 17.3  /  15.2  /  4.5 ,50.4%,11.7%,248,0.1%,"26,830",Duelist
2,3,Jett,1.09, 16.8  /  15.4  /  4 ,50.6%,7.5%,241,0.1%,"17,273",Duelist
3,4,Viper,0.98, 14.1  /  14.5  /  5.4 ,49.6%,7.4%,202,0.1%,"17,032",Controller
4,5,Killjoy,0.96, 13.5  /  14  /  4.2 ,50.9%,6.5%,198,0.2%,"15,004",Sentinel
5,6,Raze,1.01, 15.6  /  15.4  /  4.7 ,49.0%,6.1%,230,0.1%,"14,052",Duelist
6,7,Omen,0.98, 14.9  /  15.2  /  5.2 ,48.0%,6.1%,212,0.1%,"14,021",Controller
7,8,Sova,0.95, 13.9  /  14.6  /  5.1 ,49.2%,5.9%,199,0.1%,"13,626",Initiator
8,9,Gekko,0.95, 13.9  /  14.7  /  4.8 ,50.6%,4.4%,197,0.1%,"10,143",Initiator
9,10,Fade,0.93, 13.9  /  15  /  6.2 ,49.5%,3.7%,199,0.1%,"8,391",Initiator
10,11,KAY/O,0.9, 13.7  /  15.2  /  8.2 ,46.8%,3.6%,201,0.1%,"8,254",Initiator
11,12,Brimstone,0.95, 14  /  14.8  /  6.5 ,49.1%,3.5%,204,0.1%,"7,961",Controller
12,13,Phoenix,1.06, 16.1  /  15.1  /  4.5 ,49.7%,3.3%,230,0.1%,"7,453",Duelist
13,14,Skye,0.91, 13.5  /  14.9  /  7.1 ,48.1%,3.2%,195,0.1%,"7,430",Initiator
14,15,Neon,0.99, 15.7  /  15.9  /  4.3 ,49.0%,2.9%,227,0.1%,"6,588",Duelist
15,16,Yoru,0.99, 15.2  /  15.4  /  4.2 ,46.1%,2.6%,214,0.1%,"6,064",Duelist
16,17,Chamber,1.07, 15.5  /  14.5  /  3.3 ,49.0%,2.5%,217,0.1%,"5,632",Sentinel
17,18,Cypher,0.96, 14  /  14.5  /  4.8 ,47.5%,2.0%,195,0.1%,"4,613",Sentinel
18,19,Breach,0.92, 14  /  15.1  /  5.7 ,48.8%,1.5%,201,0.1%,"3,400",Initiator
19,20,Harbor,0.88, 13.4  /  15.2  /  5.7 ,48.8%,1.4%,192,0.1%,"3,206",Controller
20,21,Astra,1.01, 14.6  /  14.5  /  4.8 ,51.7%,0.6%,206,0.1%,"1,426",Controller
