,Rank ,Agent ,KD ,KDA ,Win % ,Pick % ,Avg. Score ,First Blood % ,Matches ,Roles 
0,1,Raze,1.09, 17.7  /  16.2  /  4.5 ,51.3%,18.0%,249,0.2%,"5,721",Duelist
1,2,Skye,0.99, 14.8  /  15  /  7.8 ,49.3%,15.2%,197,0.1%,"4,815",Initiator
2,3,Brimstone,1.02, 15.3  /  15  /  9.4 ,49.1%,14.3%,210,0.1%,"4,550",Controller
3,4,Jett,1.1, 17.8  /  16.2  /  3.3 ,49.1%,13.5%,239,0.2%,"4,279",Duelist
4,5,Chamber,1.13, 17.2  /  15.2  /  2.3 ,48.6%,7.6%,222,0.2%,"2,426",Sentinel
5,6,Cypher,1.03, 15.3  /  14.8  /  4.4 ,51.5%,6.3%,200,0.1%,"2,005",Sentinel
6,7,Reyna,1.15, 18.2  /  15.9  /  4.2 ,49.7%,5.6%,243,0.2%,"1,767",Duelist
7,8,Sova,1.04, 15.5  /  14.9  /  5.7 ,50.0%,3.2%,209,0.1%,"1,008",Initiator
8,9,Deadlock,1.08, 16.1  /  14.9  /  3.7 ,53.0%,3.1%,211,0.1%,975,Sentinel
9,10,Viper,1.11, 16.4  /  14.7  /  5.2 ,51.1%,2.8%,223,0.1%,890,Controller
10,11,Fade,1.03, 15.6  /  15.1  /  6.6 ,50.4%,1.8%,210,0.1%,579,Initiator
11,12,Yoru,1.06, 17  /  16.1  /  4.3 ,50.1%,1.8%,227,0.2%,563,Duelist
12,13,Sage,1.01, 14.8  /  14.6  /  6.6 ,56.3%,1.7%,200,0.1%,531,Sentinel
13,14,Killjoy,1.03, 15.1  /  14.7  /  3 ,50.0%,1.5%,202,0.1%,472,Sentinel
14,15,Omen,0.98, 15.3  /  15.6  /  8.3 ,43.3%,1.1%,202,0.1%,349,Controller
15,16,Astra,1.06, 15.4  /  14.5  /  7 ,48.8%,1.1%,209,0.1%,336,Controller
16,17,Phoenix,1.09, 17.3  /  15.9  /  4.4 ,53.7%,1.0%,235,0.2%,311,Duelist
17,18,Gekko,1.04, 15.5  /  14.9  /  4.5 ,50.9%,0.5%,204,0.1%,171,Initiator
18,19,Harbor,1.16, 16.5  /  14.2  /  3.8 ,33.3%,0.1%,232,18,,Controller
19,20,Breach,1.19, 16.1  /  13.6  /  8.9 ,71.4%,0.0%,216,0.1%,7,Initiator
20,21,KAY/O,0.47, 7.2  /  15.2  /  5 ,20.0%,0.0%,134,0.3%,5,Initiator
