,Rank ,Agent ,KD ,KDA ,Win % ,Pick % ,Avg. Score ,First Blood % ,Matches ,Roles 
0,1,Jett,1.1, 17.4  /  15.9  /  3.7 ,49.3%,12.4%,241,0.2%,"374,112",Duelist
1,2,Reyna,1.13, 17.6  /  15.7  /  4.5 ,50.0%,11.2%,244,0.2%,"337,109",Duelist
2,3,Omen,0.98, 14.8  /  15.1  /  8 ,48.6%,10.7%,205,0.1%,"322,608",Controller
3,4,Killjoy,1.0, 14.3  /  14.3  /  3.7 ,49.6%,8.9%,199,0.1%,"268,538",Sentinel
4,5,Sova,1.02, 14.8  /  14.5  /  5.9 ,50.2%,7.9%,207,0.1%,"237,731",Initiator
5,6,Sage,0.92, 13.7  /  14.8  /  7 ,50.2%,6.1%,190,0.1%,"184,755",Sentinel
6,7,Raze,1.04, 16.4  /  15.9  /  5 ,49.7%,5.5%,238,0.2%,"166,558",Duelist
7,8,Brimstone,0.97, 14.4  /  14.9  /  9.2 ,51.2%,5.5%,205,0.1%,"164,859",Controller
8,9,Deadlock,0.99, 14.9  /  15  /  3.8 ,48.8%,4.5%,214,0.1%,"134,774",Sentinel
9,10,Skye,0.93, 14.1  /  15.1  /  7.8 ,48.8%,4.2%,197,0.1%,"125,939",Initiator
10,11,Phoenix,1.11, 17.2  /  15.5  /  4.8 ,50.8%,3.4%,241,0.2%,"103,169",Duelist
11,12,KAY/O,0.91, 14.1  /  15.4  /  8.6 ,45.6%,3.4%,200,0.1%,"102,468",Initiator
12,13,Chamber,1.09, 16.3  /  15  /  3 ,49.2%,3.0%,220,0.2%,"88,849",Sentinel
13,14,Cypher,1.01, 14.5  /  14.4  /  4.9 ,49.5%,2.6%,198,0.1%,"78,358",Sentinel
14,15,Fade,0.95, 14.2  /  15  /  6.4 ,48.5%,1.9%,197,0.1%,"58,195",Initiator
15,16,Gekko,0.92, 14  /  15.2  /  4.8 ,48.0%,1.7%,192,0.1%,"52,086",Initiator
16,17,Breach,0.93, 14.4  /  15.4  /  6.7 ,48.3%,1.7%,201,0.1%,"51,671",Initiator
17,18,Astra,1.04, 15.3  /  14.7  /  7.1 ,49.6%,1.6%,209,0.1%,"49,484",Controller
18,19,Yoru,1.0, 15.7  /  15.6  /  4.3 ,46.2%,1.2%,218,0.2%,"34,777",Duelist
19,20,Viper,0.97, 14.4  /  14.8  /  5.7 ,48.1%,1.1%,201,0.1%,"34,344",Controller
20,21,Neon,0.97, 15.7  /  16.3  /  4.1 ,46.4%,1.0%,221,0.2%,"30,661",Duelist
21,22,Harbor,0.92, 13.9  /  15.2  /  6.1 ,45.2%,0.3%,194,0.1%,"9,312",Controller
