,Rank ,Agent ,KD ,KDA ,Win % ,Pick % ,Avg. Score ,First Blood % ,Matches 
0,1,Jett,1.08, 17.3  /  15.9  /  3.8 ,49.0%,14.1%,238,0.1%,"684,531"
1,2,Reyna,1.14, 17.9  /  15.7  /  4.5 ,50.0%,10.0%,246,0.1%,"487,557"
2,3,Viper,1.01, 14.9  /  14.7  /  6.2 ,49.8%,7.1%,207,0.1%,"345,983"
3,4,Killjoy,1.02, 14.6  /  14.3  /  3.8 ,50.0%,6.4%,202,0.1%,"312,335"
4,5,Skye,0.94, 14.3  /  15.2  /  8 ,49.2%,6.1%,199,0.1%,"297,186"
5,6,Sage,0.92, 13.8  /  15  /  7.2 ,50.0%,5.9%,191,0.1%,"289,310"
6,7,Gekko,0.94, 14.2  /  15  /  5 ,50.6%,5.5%,193,0.1%,"268,543"
7,8,Fade,0.96, 14.5  /  15.1  /  6.6 ,49.5%,5.0%,200,0.1%,"243,238"
8,9,Chamber,1.08, 16.2  /  14.9  /  3 ,47.8%,4.9%,217,0.1%,"237,930"
9,10,Raze,1.04, 16.5  /  15.9  /  4.9 ,49.7%,4.3%,238,0.1%,"207,617"
10,11,Cypher,1.01, 14.7  /  14.6  /  4.8 ,49.5%,4.2%,200,0.1%,"205,778"
11,12,Harbor,0.9, 13.8  /  15.3  /  6.4 ,46.3%,4.2%,189,0.1%,"203,409"
12,13,Astra,1.05, 15.1  /  14.5  /  6.7 ,50.6%,4.1%,206,0.1%,"199,303"
13,14,Phoenix,1.12, 17.4  /  15.6  /  5 ,51.0%,3.9%,243,0.1%,"188,380"
14,15,Brimstone,0.96, 14.3  /  14.9  /  8.7 ,51.3%,3.1%,204,0.1%,"152,722"
15,16,Omen,0.96, 14.7  /  15.3  /  6.9 ,46.9%,2.9%,202,0.1%,"143,074"
16,17,KAY/O,0.92, 14.4  /  15.7  /  8.8 ,44.6%,2.6%,204,0.1%,"126,592"
17,18,Sova,0.99, 14.6  /  14.8  /  5.8 ,48.5%,2.0%,205,0.1%,"98,384"
18,19,Yoru,1.01, 16  /  15.8  /  4.6 ,46.8%,1.3%,221,0.1%,"61,276"
19,20,Neon,0.97, 16  /  16.5  /  4.2 ,47.2%,1.3%,224,0.1%,"61,008"
20,21,Breach,0.92, 14.3  /  15.6  /  6.8 ,46.5%,1.1%,200,0.1%,"52,263"
