,Rank ,Agent ,KD ,KDA ,Win % ,Pick % ,Avg. Score ,First Blood % ,Matches ,Roles 
0,1,Jett,1.08, 17.3  /  16  /  3.8 ,48.7%,12.5%,239,0.1%,"18,142",Duelist
1,2,Reyna,1.14, 18.1  /  15.8  /  4.6 ,50.1%,10.2%,249,0.1%,"14,790",Duelist
2,3,Fade,0.97, 14.7  /  15.2  /  6.7 ,49.7%,7.5%,202,0.1%,"10,774",Initiator
3,4,Sage,0.94, 14  /  14.9  /  7.2 ,50.2%,7.0%,193,0.1%,"10,139",Sentinel
4,5,Gekko,0.98, 14.6  /  14.9  /  5.4 ,51.8%,6.8%,199,0.2%,"9,837",Initiator
5,6,Viper,1.01, 14.9  /  14.8  /  6.2 ,49.4%,6.6%,207,0.2%,"9,491",Controller
6,7,Killjoy,1.03, 14.7  /  14.3  /  4 ,50.8%,5.6%,205,0.2%,"8,157",Sentinel
7,8,Cypher,1.0, 14.7  /  14.7  /  4.8 ,47.9%,5.3%,200,0.1%,"7,700",Sentinel
8,9,Astra,1.04, 15.3  /  14.7  /  6.8 ,50.1%,4.7%,207,0.2%,"6,841",Controller
9,10,Raze,1.05, 16.9  /  16.1  /  5 ,48.7%,4.3%,242,0.1%,"6,267",Duelist
10,11,Phoenix,1.12, 17.6  /  15.7  /  5.1 ,50.6%,4.2%,246,0.1%,"6,042",Duelist
11,12,Skye,0.94, 14.4  /  15.3  /  7.9 ,48.7%,3.5%,201,0.1%,"5,124",Initiator
12,13,Harbor,0.91, 13.9  /  15.3  /  6.4 ,47.4%,3.5%,191,0.1%,"4,997",Controller
13,14,Brimstone,0.95, 14.3  /  15  /  8.7 ,51.6%,3.4%,203,0.1%,"4,891",Controller
14,15,KAY/O,0.92, 14.4  /  15.7  /  8.9 ,44.9%,3.3%,205,0.1%,"4,753",Initiator
15,16,Chamber,1.07, 16.1  /  15  /  3 ,46.7%,3.1%,217,0.1%,"4,516",Sentinel
16,17,Omen,0.95, 14.6  /  15.4  /  7 ,45.6%,2.5%,204,0.1%,"3,559",Controller
17,18,Sova,1.0, 14.8  /  14.8  /  5.9 ,49.7%,2.0%,207,0.1%,"2,938",Initiator
18,19,Neon,0.98, 16.4  /  16.7  /  4.5 ,47.7%,1.5%,230,0.1%,"2,217",Duelist
19,20,Yoru,1.04, 16.2  /  15.7  /  4.6 ,49.1%,1.3%,227,0.1%,"1,819",Duelist
20,21,Breach,0.92, 14.3  /  15.6  /  6.8 ,45.1%,1.1%,201,0.1%,"1,570",Initiator
