,Rank ,Agent ,KD ,KDA ,Win % ,Pick % ,Avg. Score ,First Blood % ,Matches 
0,1,Jett,1.07, 17.1  /  15.9  /  3.4 ,49.8%,18.4%,232,0.2%,"40,466"
1,2,Astra,1.03, 15  /  14.5  /  7.4 ,49.8%,12.3%,202,0.1%,"27,038"
2,3,Reyna,1.11, 17.6  /  15.8  /  4.2 ,49.3%,9.8%,239,0.2%,"21,606"
3,4,Skye,0.94, 14.3  /  15.2  /  8.1 ,50.6%,9.1%,196,0.1%,"20,143"
4,5,Killjoy,1.04, 15.2  /  14.6  /  3.5 ,50.5%,7.9%,207,0.1%,"17,394"
5,6,Fade,0.96, 14.7  /  15.2  /  6.6 ,49.2%,5.8%,200,0.1%,"12,836"
6,7,Chamber,1.07, 16.2  /  15.1  /  2.5 ,48.4%,5.0%,216,0.2%,"11,033"
7,8,Phoenix,1.09, 17.2  /  15.8  /  5 ,50.5%,4.8%,238,0.2%,"10,639"
8,9,Cypher,1.02, 14.9  /  14.7  /  4.6 ,50.0%,4.2%,200,0.1%,"9,166"
9,10,Viper,1.04, 15.4  /  14.8  /  6.5 ,50.4%,3.7%,212,0.1%,"8,236"
10,11,Deadlock,1.03, 15.6  /  15.1  /  3.8 ,49.6%,3.1%,210,0.1%,"6,849"
11,12,Raze,1.03, 16.6  /  16  /  4.7 ,48.8%,2.9%,237,0.2%,"6,380"
12,13,Gekko,0.96, 14.4  /  15.1  /  4.9 ,51.4%,2.5%,193,0.1%,"5,485"
13,14,Harbor,0.93, 14  /  15.1  /  6.7 ,47.1%,2.1%,191,0.1%,"4,695"
14,15,Brimstone,0.96, 14.3  /  14.8  /  10 ,52.4%,1.8%,203,0.1%,"3,907"
15,16,Sova,0.99, 14.5  /  14.6  /  6 ,49.5%,1.4%,203,0.1%,"3,055"
16,17,Yoru,1.01, 15.9  /  15.8  /  4.5 ,47.3%,1.3%,219,0.2%,"2,812"
17,18,KAY/O,0.93, 14.6  /  15.7  /  9.7 ,45.2%,1.2%,204,0.1%,"2,631"
18,19,Sage,0.98, 14.8  /  15.1  /  6.8 ,54.3%,1.0%,203,0.1%,"2,293"
19,20,Omen,0.95, 14.3  /  15.1  /  8.2 ,48.3%,0.9%,198,0.1%,"1,975"
20,21,Neon,0.98, 15.9  /  16.3  /  4.2 ,48.8%,0.5%,222,0.2%,"1,204"
21,22,Breach,0.9, 14.1  /  15.7  /  7.5 ,47.4%,0.2%,193,0.1%,511
