,Rank,Agent,KD,KDA,Win %,Pick %,Avg. Score,First Blood %,Matches
0,1,Jett,1.11, 17.6  /  15.8  /  3.6 ,50.7%,16.7%,241,0.2%,"202,878"
1,2,Reyna,1.1, 17.3  /  15.8  /  3.8 ,50.5%,12.5%,239,0.2%,"151,317"
2,3,Sage,0.97, 14.3  /  14.9  /  7 ,53.6%,9.5%,193,0.1%,"115,515"
3,4,Sova,0.97, 14.4  /  14.8  /  6.4 ,51.0%,8.6%,200,0.1%,"104,040"
4,5,Chamber,1.1, 16.4  /  14.9  /  2.9 ,52.2%,7.4%,220,0.1%,"90,423"
5,6,Viper,0.99, 14.5  /  14.6  /  5.4 ,50.7%,7.1%,197,0.1%,"86,139"
6,7,Neon,0.96, 16  /  16.7  /  3.9 ,46.9%,6.1%,223,0.2%,"74,511"
7,8,Astra,1, 14.6  /  14.6  /  5.9 ,49.4%,4.9%,195,0.1%,"59,925"
8,9,Raze,1.02, 16.4  /  16.1  /  4.9 ,50.6%,4.8%,237,0.2%,"58,854"
9,10,Skye,0.95, 14.7  /  15.4  /  5.8 ,49.4%,4.3%,198,0.1%,"51,714"
10,11,Omen,1, 15.1  /  15.1  /  5.8 ,51.4%,4.1%,204,0.1%,"50,184"
11,12,Killjoy,1.02, 14.8  /  14.5  /  3.8 ,49.4%,3.9%,204,0.1%,"47,226"
12,13,Cypher,0.99, 14.8  /  14.9  /  3.7 ,43.9%,3.0%,198,0.1%,"36,261"
13,14,Brimstone,0.99, 14.9  /  15.1  /  6.9 ,48.7%,2.6%,203,0.1%,"31,926"
14,15,Breach,0.94, 14.3  /  15.2  /  5.7 ,50.4%,1.9%,194,0.1%,"22,746"
15,16,KAY/O,0.93, 14.6  /  15.7  /  8 ,43.5%,1.6%,201,0.1%,"20,043"
16,17,Phoenix,1, 15.9  /  15.9  /  3.9 ,41.2%,0.6%,228,0.2%,"6,936"
17,18,Yoru,0.96, 15.4  /  16.1  /  3 ,37.9%,0.4%,210,0.2%,"4,437"
