,Rank ,Agent ,KD ,KDA ,Win % ,Pick % ,Avg. Score ,First Blood % ,Matches ,Roles 
0,1,Reyna,1.21, 18.3  /  15.1  /  4.6 ,51.1%,12.2%,258,0.1%,"1,150,527",Duelist
1,2,Sage,0.91, 13.2  /  14.6  /  6.9 ,50.1%,9.6%,188,0.1%,"904,248",Sentinel
2,3,Jett,1.14, 17.5  /  15.3  /  4 ,50.4%,8.7%,248,0.1%,"821,534",Duelist
3,4,Brimstone,1.0, 14.5  /  14.5  /  7.8 ,51.3%,8.1%,209,0.1%,"764,620",Controller
4,5,Killjoy,1.0, 14.1  /  14.1  /  4.1 ,50.7%,7.0%,201,0.1%,"659,008",Sentinel
5,6,Raze,1.06, 16.4  /  15.4  /  4.9 ,49.8%,6.5%,239,0.1%,"607,498",Duelist
6,7,Breach,0.95, 14.4  /  15.1  /  6.2 ,49.4%,5.7%,204,0.1%,"533,513",Initiator
7,8,Omen,0.98, 14.6  /  15  /  6.1 ,47.7%,5.6%,206,0.1%,"523,912",Controller
8,9,Skye,0.93, 13.8  /  14.8  /  7.3 ,49.2%,4.5%,196,0.1%,"421,106",Initiator
9,10,Gekko,0.94, 13.9  /  14.8  /  4.8 ,49.8%,4.0%,195,0.1%,"373,254",Initiator
10,11,Viper,0.98, 14.2  /  14.5  /  5.5 ,49.3%,3.5%,203,0.1%,"332,100",Controller
11,12,Phoenix,1.13, 16.9  /  14.9  /  4.6 ,50.6%,3.5%,240,0.1%,"325,166",Duelist
12,13,Cypher,1.0, 14.3  /  14.4  /  4.9 ,49.1%,3.4%,200,0.1%,"323,351",Sentinel
13,14,Neon,1.04, 16.4  /  15.8  /  4.3 ,49.4%,3.0%,234,0.1%,"285,731",Duelist
14,15,Chamber,1.09, 16  /  14.7  /  3.3 ,48.8%,3.0%,221,0.1%,"285,110",Sentinel
15,16,Fade,0.94, 13.9  /  14.8  /  6.2 ,49.3%,2.9%,197,0.1%,"271,081",Initiator
16,17,KAY/O,0.91, 13.9  /  15.2  /  8.3 ,46.3%,2.6%,203,0.1%,"241,145",Initiator
17,18,Sova,0.96, 14.1  /  14.7  /  5.3 ,48.0%,2.3%,203,0.1%,"220,184",Initiator
18,19,Yoru,1.01, 15.4  /  15.3  /  4.5 ,46.4%,1.7%,218,0.1%,"161,748",Duelist
19,20,Harbor,0.91, 13.6  /  15  /  5.7 ,46.5%,1.0%,193,0.1%,"98,054",Controller
20,21,Astra,1.03, 14.9  /  14.5  /  5.7 ,48.5%,1.0%,208,0.1%,"89,282",Controller
