,Rank ,Agent ,KD ,KDA ,Win % ,Pick % ,Avg. Score ,First Blood % ,Matches 
0,1,Jett,1.09, 17.5  /  16.1  /  3.7 ,49.4%,14.5%,239,0.1%,"15,809"
1,2,Omen,0.98, 14.9  /  15.2  /  8.3 ,48.4%,11.8%,205,0.1%,"12,864"
2,3,Reyna,1.12, 17.8  /  15.9  /  4.5 ,50.4%,9.5%,244,0.1%,"10,353"
3,4,Sova,1.01, 15  /  14.8  /  6 ,48.8%,7.7%,208,0.2%,"8,404"
4,5,Killjoy,1.02, 14.8  /  14.6  /  3.7 ,50.3%,7.3%,203,0.2%,"7,926"
5,6,Gekko,0.97, 14.6  /  15.1  /  5.5 ,50.5%,6.9%,198,0.1%,"7,493"
6,7,Sage,0.95, 14.4  /  15.1  /  7.2 ,49.7%,6.0%,198,0.1%,"6,575"
7,8,Cypher,1.02, 15  /  14.7  /  4.8 ,49.2%,5.0%,204,0.2%,"5,438"
8,9,Brimstone,0.98, 14.7  /  15  /  9.7 ,50.8%,4.6%,207,0.1%,"5,055"
9,10,Raze,1.06, 17.1  /  16.1  /  4.8 ,50.1%,4.6%,243,0.1%,"4,949"
10,11,Phoenix,1.12, 17.6  /  15.7  /  4.9 ,51.1%,3.9%,243,0.1%,"4,220"
11,12,Skye,0.95, 14.7  /  15.4  /  7.8 ,48.1%,3.5%,200,0.1%,"3,854"
12,13,Fade,0.96, 14.8  /  15.4  /  7 ,46.0%,3.1%,203,0.1%,"3,371"
13,14,Breach,0.93, 14.4  /  15.5  /  7.4 ,47.1%,2.4%,200,0.1%,"2,645"
14,15,Astra,1.02, 15  /  14.7  /  7.3 ,49.5%,2.4%,205,0.1%,"2,588"
15,16,Chamber,1.08, 16.5  /  15.3  /  2.9 ,47.6%,2.3%,219,0.1%,"2,492"
16,17,KAY/O,0.93, 14.8  /  15.9  /  9.7 ,46.1%,2.0%,208,0.1%,"2,123"
17,18,Yoru,1.03, 16.4  /  15.9  /  4.6 ,46.7%,1.0%,223,0.1%,"1,056"
18,19,Neon,1, 16.6  /  16.7  /  4.3 ,51.1%,0.8%,227,0.1%,827
19,20,Harbor,0.97, 14.8  /  15.4  /  6.7 ,46.8%,0.3%,200,0.2%,361
20,21,Viper,0.96, 14.4  /  15  /  5.9 ,46.0%,0.3%,200,0.1%,348
