,Rank ,Agent ,KD ,KDA ,Win % ,Pick % ,Avg. Score ,First Blood % ,Matches 
0,1,Reyna,1.16, 17.4  /  15  /  4.4 ,51.0%,11.8%,248,0.1%,"892,349"
1,2,Sage,0.9, 13  /  14.5  /  6.5 ,50.4%,11.6%,187,0.1%,"876,662"
2,3,Raze,1.04, 15.8  /  15.3  /  4.8 ,50.3%,8.3%,235,0.1%,"628,743"
3,4,Omen,0.98, 14.5  /  14.9  /  5.6 ,48.9%,7.2%,206,0.1%,"547,136"
4,5,Jett,1.08, 16.4  /  15.2  /  3.8 ,49.8%,6.6%,234,0.1%,"500,599"
5,6,Brimstone,0.97, 14.1  /  14.5  /  6.7 ,50.6%,6.4%,205,0.1%,"483,007"
6,7,Killjoy,0.97, 13.6  /  14  /  4 ,50.9%,5.9%,197,0.1%,"445,696"
7,8,Skye,0.91, 13.4  /  14.7  /  7 ,49.3%,5.6%,194,0.1%,"421,763"
8,9,Gekko,0.91, 13.5  /  14.8  /  4.6 ,49.9%,4.6%,192,0.1%,"346,582"
9,10,Phoenix,1.08, 16  /  14.9  /  4.4 ,49.9%,4.0%,231,0.1%,"300,972"
10,11,Cypher,0.97, 13.8  /  14.2  /  4.8 ,49.2%,3.7%,194,0.1%,"283,712"
11,12,Sova,0.95, 13.8  /  14.5  /  5.1 ,49.3%,3.4%,200,0.1%,"259,652"
12,13,Fade,0.91, 13.5  /  14.9  /  5.9 ,49.1%,3.4%,194,0.1%,"258,753"
13,14,Viper,0.96, 13.9  /  14.5  /  5.1 ,49.1%,3.4%,200,0.1%,"254,348"
14,15,Chamber,1.05, 15.2  /  14.4  /  3.2 ,48.8%,2.8%,211,0.1%,"209,189"
15,16,Yoru,0.97, 14.8  /  15.2  /  4.3 ,47.0%,2.6%,211,0.1%,"196,636"
16,17,Neon,0.98, 15.4  /  15.7  /  4 ,47.4%,2.5%,221,0.1%,"192,370"
17,18,KAY/O,0.88, 13.4  /  15.2  /  7.6 ,46.5%,2.5%,197,0.1%,"191,782"
18,19,Breach,0.92, 14  /  15.2  /  5.4 ,48.3%,1.9%,200,0.1%,"140,318"
19,20,Harbor,0.89, 13.3  /  14.9  /  5.2 ,46.8%,1.0%,191,0.1%,"79,170"
20,21,Astra,1.01, 14.5  /  14.3  /  5.2 ,49.1%,0.9%,204,0.1%,"64,916"
