,Rank ,Agent ,KD ,KDA ,Win % ,Pick % ,Avg. Score ,First Blood % ,Matches ,Roles 
0,1,Jett,1.09, 17.3  /  15.9  /  3.8 ,49.3%,11.7%,239,0.2%,"384,652",Duelist
1,2,Reyna,1.12, 17.6  /  15.6  /  4.5 ,50.1%,11.3%,244,0.2%,"371,606",Duelist
2,3,Omen,0.98, 14.7  /  15.1  /  7.8 ,48.6%,10.5%,204,0.1%,"345,884",Controller
3,4,Killjoy,0.99, 14.1  /  14.3  /  3.8 ,49.3%,9.0%,197,0.1%,"295,044",Sentinel
4,5,Sova,1.01, 14.6  /  14.5  /  5.9 ,50.3%,7.4%,206,0.1%,"245,183",Initiator
5,6,Sage,0.91, 13.5  /  14.8  /  7 ,49.8%,6.7%,188,0.1%,"219,229",Sentinel
6,7,Raze,1.03, 16.2  /  15.8  /  5 ,48.9%,5.6%,236,0.2%,"185,651",Duelist
7,8,Brimstone,0.96, 14.3  /  14.9  /  9.1 ,51.2%,5.6%,204,0.1%,"183,716",Controller
8,9,Deadlock,0.98, 14.6  /  15  /  3.8 ,48.6%,4.6%,211,0.1%,"149,945",Sentinel
9,10,Skye,0.92, 13.9  /  15.1  /  7.8 ,48.5%,4.3%,195,0.1%,"140,456",Initiator
10,11,Phoenix,1.1, 17.1  /  15.4  /  4.8 ,50.7%,3.4%,240,0.2%,"112,838",Duelist
11,12,KAY/O,0.91, 14  /  15.4  /  8.5 ,46.2%,3.3%,199,0.1%,"109,249",Initiator
12,13,Chamber,1.08, 16.2  /  15  /  3 ,48.4%,2.9%,219,0.2%,"95,117",Sentinel
13,14,Cypher,1.0, 14.4  /  14.4  /  4.9 ,49.6%,2.6%,196,0.1%,"84,673",Sentinel
14,15,Fade,0.94, 14.1  /  15  /  6.3 ,48.4%,2.0%,196,0.1%,"64,272",Initiator
15,16,Gekko,0.91, 13.8  /  15.2  /  4.7 ,47.7%,1.9%,190,0.1%,"62,744",Initiator
16,17,Breach,0.93, 14.3  /  15.4  /  6.6 ,47.3%,1.8%,200,0.1%,"58,880",Initiator
17,18,Astra,1.03, 15.2  /  14.7  /  7 ,49.2%,1.6%,208,0.1%,"52,141",Controller
18,19,Viper,0.97, 14.3  /  14.7  /  5.6 ,48.3%,1.3%,200,0.1%,"42,840",Controller
19,20,Yoru,1.0, 15.7  /  15.6  /  4.3 ,46.2%,1.3%,217,0.2%,"41,747",Duelist
20,21,Neon,0.97, 15.7  /  16.3  /  4.1 ,46.6%,1.1%,221,0.2%,"37,721",Duelist
21,22,Harbor,0.9, 13.7  /  15.3  /  5.9 ,43.8%,0.4%,192,0.1%,"11,781",Controller
