,Rank ,Agent ,KD ,KDA ,Win % ,Pick % ,Avg. Score ,First Blood % ,Matches ,Roles 
0,1,Sage,0.92, 13.5  /  14.7  /  7.5 ,50.1%,12.7%,191,0.1%,"34,634",Sentinel
1,2,Reyna,1.14, 17.6  /  15.5  /  4.6 ,50.2%,11.1%,249,0.1%,"30,219",Duelist
2,3,Raze,1.06, 16.7  /  15.8  /  5 ,49.9%,8.1%,244,0.1%,"22,103",Duelist
3,4,Omen,0.99, 14.9  /  15.2  /  6.5 ,48.6%,8.0%,209,0.1%,"21,760",Controller
4,5,Jett,1.07, 17  /  15.9  /  4.1 ,49.2%,7.6%,240,0.1%,"20,903",Duelist
5,6,Killjoy,1.01, 14.4  /  14.3  /  4.1 ,51.2%,6.8%,204,0.2%,"18,550",Sentinel
6,7,Gekko,0.94, 14.2  /  15.1  /  4.9 ,50.0%,5.3%,197,0.1%,"14,598",Initiator
7,8,Brimstone,0.97, 14.5  /  15  /  8.2 ,50.1%,5.1%,209,0.1%,"14,065",Controller
8,9,Cypher,1.0, 14.5  /  14.5  /  5 ,48.6%,4.6%,201,0.2%,"12,705",Sentinel
9,10,Skye,0.94, 14.1  /  15.1  /  7.7 ,49.4%,4.3%,198,0.1%,"11,873",Initiator
10,11,Fade,0.93, 14  /  15  /  6 ,49.7%,3.4%,196,0.1%,"9,374",Initiator
11,12,Viper,0.98, 14.4  /  14.6  /  5.4 ,48.7%,3.3%,203,0.2%,"8,911",Controller
12,13,KAY/O,0.9, 14  /  15.5  /  8.4 ,46.1%,3.2%,202,0.1%,"8,630",Initiator
13,14,Phoenix,1.1, 16.9  /  15.4  /  4.7 ,49.9%,3.1%,238,0.1%,"8,603",Duelist
14,15,Sova,0.97, 14.5  /  14.9  /  5.3 ,48.0%,2.7%,206,0.1%,"7,273",Initiator
15,16,Breach,0.93, 14.3  /  15.4  /  6.3 ,47.0%,2.5%,202,0.1%,"6,761",Initiator
16,17,Astra,1.03, 15.1  /  14.6  /  6.2 ,48.4%,2.1%,209,0.1%,"5,804",Controller
17,18,Chamber,1.06, 15.8  /  14.9  /  3.3 ,49.0%,2.0%,217,0.1%,"5,332",Sentinel
18,19,Neon,0.98, 15.9  /  16.2  /  4.4 ,48.2%,1.7%,227,0.1%,"4,533",Duelist
19,20,Yoru,1.01, 15.5  /  15.4  /  4.5 ,46.1%,1.6%,220,0.1%,"4,278",Duelist
20,21,Harbor,0.89, 13.6  /  15.4  /  5.7 ,43.0%,0.9%,193,0.1%,"2,408",Controller
