,Rank,Agent,KD,KDA,Win %,Pick %,Avg. Score,First Blood %,Matches
0,1,Reyna,1.19, 18  /  15.2  /  4.2 ,51.7%,15.4%,256,0.2%,"3,658,995"
1,2,Sage,0.94, 13.7  /  14.5  /  6.7 ,51.7%,14.4%,192,0.1%,"3,431,229"
2,3,Jett,1.17, 17.8  /  15.3  /  3.9 ,51.1%,13.2%,253,0.2%,"3,141,039"
3,4,Raze,1.05, 16.3  /  15.5  /  4.9 ,50.9%,7.2%,241,0.2%,"1,710,081"
4,5,Sova,0.99, 14.4  /  14.5  /  5.8 ,50.4%,7.1%,207,0.1%,"1,699,626"
5,6,Killjoy,0.99, 14.1  /  14.2  /  4.1 ,51.7%,7.1%,204,0.1%,"1,691,619"
6,7,Omen,0.98, 14.8  /  15  /  5 ,49.5%,7.0%,207,0.1%,"1,675,758"
7,8,Skye,0.96, 14.3  /  15  /  6 ,49.9%,5.5%,202,0.1%,"1,318,707"
8,9,Viper,0.99, 14.3  /  14.4  /  5.3 ,51.3%,5.3%,203,0.1%,"1,274,388"
9,10,Brimstone,0.97, 14.5  /  14.8  /  6.3 ,50.3%,4.1%,206,0.1%,"967,725"
10,11,Phoenix,1.07, 16.3  /  15.1  /  4 ,50.0%,3.3%,235,0.2%,"795,651"
11,12,Cypher,0.98, 14.2  /  14.6  /  4.3 ,48.7%,3.2%,199,0.1%,"773,262"
12,13,KAY/O,0.91, 13.9  /  15.3  /  7.1 ,46.5%,1.9%,201,0.1%,"447,474"
13,14,Astra,1.02, 14.8  /  14.5  /  4.9 ,50.1%,1.8%,205,0.1%,"429,726"
14,15,Breach,0.93, 14.3  /  15.3  /  5.1 ,47.9%,1.8%,203,0.1%,"419,169"
15,16,Yoru,0.99, 15.3  /  15.4  /  3.5 ,45.5%,1.7%,218,0.2%,"393,975"
