,Rank ,Agent ,KD ,KDA ,Win % ,Pick % ,Avg. Score ,First Blood % ,Matches ,Roles 
0,1,Reyna,1.21, 18.4  /  15.3  /  4.7 ,50.7%,12.8%,260,0.1%,"45,835",Duelist
1,2,Sage,0.9, 13.2  /  14.6  /  7.1 ,51.0%,10.6%,187,0.1%,"38,134",Sentinel
2,3,Jett,1.13, 17.5  /  15.4  /  4 ,50.1%,9.2%,246,0.1%,"32,820",Duelist
3,4,Fade,0.95, 14.2  /  14.9  /  6.4 ,50.2%,6.1%,201,0.1%,"21,939",Initiator
4,5,Killjoy,1.01, 14.1  /  14  /  4.2 ,50.9%,6.0%,203,0.2%,"21,416",Sentinel
5,6,Viper,1.0, 14.5  /  14.5  /  5.9 ,50.5%,5.9%,206,0.1%,"21,072",Controller
6,7,Raze,1.06, 16.5  /  15.5  /  4.9 ,49.2%,5.6%,241,0.1%,"20,131",Duelist
7,8,Omen,0.99, 14.9  /  15.1  /  6 ,48.2%,4.8%,210,0.1%,"17,303",Controller
8,9,Brimstone,0.97, 14.3  /  14.7  /  7.6 ,51.1%,4.5%,207,0.1%,"16,282",Controller
9,10,Skye,0.95, 14.1  /  14.9  /  7.8 ,50.0%,4.3%,202,0.1%,"15,587",Initiator
10,11,Phoenix,1.15, 17.3  /  15  /  4.9 ,51.3%,4.2%,247,0.1%,"14,911",Duelist
11,12,Cypher,1.01, 14.4  /  14.2  /  5 ,50.3%,3.9%,200,0.2%,"13,972",Sentinel
12,13,KAY/O,0.92, 14.1  /  15.4  /  8.3 ,46.6%,3.9%,205,0.1%,"13,926",Initiator
13,14,Sova,0.99, 14.4  /  14.6  /  5.6 ,49.7%,3.5%,207,0.1%,"12,572",Initiator
14,15,Chamber,1.1, 16  /  14.5  /  3.3 ,48.4%,3.4%,221,0.1%,"12,159",Sentinel
15,16,Neon,1.02, 16.4  /  16  /  4.3 ,48.9%,2.7%,234,0.1%,"9,728",Duelist
16,17,Harbor,0.91, 13.6  /  15  /  5.9 ,47.3%,2.4%,192,0.1%,"8,621",Controller
17,18,Astra,1.04, 14.8  /  14.2  /  6 ,50.4%,2.3%,207,0.1%,"8,143",Controller
18,19,Breach,0.94, 14.3  /  15.2  /  6.2 ,48.2%,2.0%,204,0.1%,"7,155",Initiator
19,20,Yoru,1.03, 16  /  15.5  /  4.4 ,45.7%,1.9%,224,0.1%,"6,872",Duelist
