,Rank ,Agent ,KD ,KDA ,Win % ,Pick % ,Avg. Score ,First Blood % ,Matches 
0,1,Reyna,1.17, 17.9  /  15.2  /  4.5 ,50.4%,11.6%,251,0.1%,"1,062,408"
1,2,Sage,0.89, 13  /  14.7  /  6.9 ,49.4%,9.4%,184,0.1%,"860,248"
2,3,Jett,1.11, 17.3  /  15.5  /  3.9 ,49.8%,9.1%,243,0.1%,"832,167"
3,4,Brimstone,0.98, 14.3  /  14.6  /  8 ,51.0%,8.6%,205,0.1%,"787,667"
4,5,Killjoy,0.99, 14  /  14.2  /  4.1 ,50.3%,7.3%,198,0.1%,"666,877"
5,6,Raze,1.04, 16.2  /  15.5  /  4.8 ,49.4%,6.4%,236,0.1%,"587,841"
6,7,Breach,0.93, 14.2  /  15.2  /  6.3 ,49.0%,6.3%,200,0.1%,"576,797"
7,8,Omen,0.95, 14.4  /  15.1  /  6.3 ,47.4%,5.4%,202,0.1%,"494,338"
8,9,Skye,0.91, 13.6  /  14.9  /  7.3 ,48.8%,4.5%,193,0.1%,"416,473"
9,10,Gekko,0.92, 13.7  /  14.9  /  4.7 ,49.2%,3.9%,191,0.1%,"355,339"
10,11,Cypher,0.98, 14.2  /  14.4  /  4.9 ,48.7%,3.6%,198,0.1%,"328,005"
11,12,Viper,0.96, 14  /  14.6  /  5.5 ,49.0%,3.6%,199,0.1%,"327,442"
12,13,Phoenix,1.1, 16.6  /  15.1  /  4.6 ,49.9%,3.2%,236,0.1%,"297,273"
13,14,Chamber,1.07, 15.8  /  14.8  /  3.2 ,48.4%,3.2%,218,0.1%,"293,667"
14,15,Fade,0.93, 13.8  /  14.9  /  6.2 ,49.2%,2.9%,195,0.1%,"267,764"
15,16,Neon,1.01, 16.1  /  16  /  4.3 ,48.6%,2.9%,230,0.1%,"265,185"
16,17,KAY/O,0.9, 13.7  /  15.3  /  8.4 ,46.0%,2.6%,200,0.1%,"237,562"
17,18,Sova,0.94, 13.9  /  14.8  /  5.3 ,47.4%,2.2%,200,0.1%,"202,991"
18,19,Yoru,0.99, 15.2  /  15.4  /  4.5 ,46.1%,1.6%,214,0.1%,"142,777"
19,20,Harbor,0.89, 13.5  /  15.1  /  5.7 ,46.0%,1.0%,190,0.1%,"94,167"
20,21,Astra,1.01, 14.7  /  14.5  /  5.9 ,48.1%,1.0%,204,0.1%,"93,772"
