,Rank ,Agent ,KD ,KDA ,Win % ,Pick % ,Avg. Score ,First Blood % ,Matches 
0,1,Jett,1.08, 17.4  /  16.1  /  3.7 ,49.1%,14.2%,238,0.2%,"308,119"
1,2,Omen,0.98, 14.8  /  15.1  /  8.6 ,48.6%,11.6%,204,0.1%,"251,392"
2,3,Reyna,1.11, 17.5  /  15.8  /  4.5 ,49.7%,10.4%,241,0.2%,"225,717"
3,4,Sova,1.02, 14.8  /  14.5  /  6.1 ,50.3%,9.5%,207,0.1%,"206,070"
4,5,Killjoy,1, 14.4  /  14.4  /  3.7 ,49.5%,9.2%,198,0.1%,"198,139"
5,6,Brimstone,0.96, 14.4  /  15  /  9.8 ,51.3%,5.1%,204,0.1%,"110,012"
6,7,Raze,1.03, 16.4  /  16  /  5 ,49.8%,5.0%,237,0.2%,"108,928"
7,8,Sage,0.93, 13.9  /  14.9  /  7.1 ,50.7%,4.8%,192,0.1%,"104,037"
8,9,Deadlock,0.99, 14.9  /  15  /  3.8 ,48.7%,4.2%,218,0.1%,"91,656"
9,10,Skye,0.94, 14.3  /  15.3  /  7.9 ,48.7%,4.0%,197,0.1%,"86,280"
10,11,KAY/O,0.92, 14.3  /  15.6  /  9 ,45.7%,3.7%,202,0.1%,"81,096"
11,12,Phoenix,1.1, 17.3  /  15.6  /  4.9 ,51.3%,3.3%,240,0.2%,"72,287"
12,13,Chamber,1.08, 16.4  /  15.1  /  2.9 ,48.4%,3.2%,220,0.2%,"69,362"
13,14,Cypher,1, 14.6  /  14.6  /  5 ,49.6%,2.7%,197,0.1%,"58,689"
14,15,Astra,1.03, 15.2  /  14.8  /  7.6 ,49.3%,1.9%,207,0.1%,"40,574"
15,16,Fade,0.95, 14.4  /  15.1  /  6.6 ,48.5%,1.8%,198,0.1%,"37,982"
16,17,Breach,0.93, 14.4  /  15.5  /  7.1 ,47.5%,1.4%,199,0.1%,"31,205"
17,18,Gekko,0.92, 14  /  15.3  /  4.8 ,46.7%,1.2%,191,0.1%,"26,574"
18,19,Yoru,1.02, 16  /  15.8  /  4.4 ,47.4%,1.0%,219,0.2%,"21,092"
19,20,Neon,0.97, 15.9  /  16.5  /  4.1 ,46.7%,0.7%,221,0.2%,"15,394"
20,21,Viper,0.98, 14.5  /  14.8  /  5.8 ,48.7%,0.7%,202,0.1%,"14,809"
21,22,Harbor,0.93, 14.2  /  15.3  /  6.2 ,45.2%,0.2%,196,0.1%,"4,539"
