,Rank ,Agent ,KD ,KDA ,Win % ,Pick % ,Avg. Score ,First Blood % ,Matches ,Roles 
0,1,Sage,0.81, 11.6  /  14.3  /  6.5 ,49.9%,11.5%,170,0.1%,"343,781",Sentinel
1,2,Reyna,1.07, 15.9  /  14.8  /  4.7 ,50.1%,10.9%,231,0.2%,"325,232",Duelist
2,3,Raze,0.95, 14.3  /  15  /  4.9 ,49.6%,6.8%,216,0.1%,"204,323",Duelist
3,4,Omen,0.89, 13.1  /  14.7  /  5.3 ,47.9%,6.5%,189,0.1%,"195,335",Controller
4,5,Brimstone,0.91, 13.1  /  14.4  /  6.8 ,50.8%,5.7%,193,0.1%,"169,148",Controller
5,6,Jett,0.99, 14.9  /  15.1  /  4.1 ,48.8%,5.6%,216,0.2%,"167,910",Duelist
6,7,Skye,0.83, 12.1  /  14.5  /  7.2 ,49.3%,5.2%,178,0.1%,"156,099",Initiator
7,8,Killjoy,0.91, 12.6  /  13.9  /  4.1 ,50.9%,5.0%,185,0.1%,"149,197",Sentinel
8,9,Deadlock,0.9, 13.2  /  14.6  /  4 ,49.6%,4.9%,198,0.1%,"147,174",Sentinel
9,10,Gekko,0.83, 12.3  /  14.7  /  4.7 ,48.7%,4.6%,177,0.1%,"137,537",Initiator
10,11,Phoenix,0.98, 14.4  /  14.7  /  4.5 ,48.7%,4.0%,211,0.1%,"118,946",Duelist
11,12,Neon,0.92, 14.1  /  15.4  /  4.3 ,48.5%,3.6%,207,0.2%,"108,167",Duelist
12,13,Yoru,0.9, 13.4  /  15  /  4.3 ,46.4%,3.3%,194,0.1%,"98,793",Duelist
13,14,Breach,0.88, 13.1  /  14.9  /  5.8 ,49.8%,3.3%,191,0.1%,"98,655",Initiator
14,15,Fade,0.82, 12.1  /  14.7  /  6.2 ,48.6%,3.3%,178,0.1%,"97,986",Initiator
15,16,Viper,0.87, 12.5  /  14.4  /  5.1 ,48.8%,3.2%,184,0.1%,"96,395",Controller
16,17,Sova,0.85, 12.3  /  14.6  /  5.1 ,47.6%,3.1%,183,0.1%,"91,735",Initiator
17,18,Cypher,0.9, 12.7  /  14.1  /  4.8 ,48.8%,3.0%,183,0.1%,"89,675",Sentinel
18,19,KAY/O,0.82, 12.2  /  15  /  7.9 ,47.1%,2.5%,184,0.1%,"76,196",Initiator
19,20,Chamber,0.97, 14  /  14.5  /  3.5 ,48.5%,2.4%,200,0.2%,"71,126",Sentinel
20,21,Harbor,0.83, 12.3  /  14.8  /  5.4 ,47.4%,1.0%,178,0.1%,"30,106",Controller
21,22,Astra,0.92, 13.1  /  14.2  /  5 ,48.1%,0.7%,188,0.1%,"19,684",Controller
