,Rank ,Agent ,KD ,KDA ,Win % ,Pick % ,Avg. Score ,First Blood % ,Matches ,Roles 
0,1,Jett,1.09, 17.6  /  16.1  /  3.7 ,49.7%,14.5%,240,0.1%,"18,352",Duelist
1,2,Killjoy,1.03, 14.8  /  14.4  /  3.9 ,50.2%,11.0%,204,0.2%,"13,932",Sentinel
2,3,Omen,0.98, 14.9  /  15.3  /  9 ,49.0%,10.6%,205,0.1%,"13,462",Controller
3,4,Sova,1.03, 15.1  /  14.7  /  6.4 ,50.9%,9.6%,210,0.2%,"12,154",Initiator
4,5,Reyna,1.12, 17.7  /  15.9  /  4.6 ,50.6%,9.5%,243,0.1%,"12,078",Duelist
5,6,Gekko,0.96, 14.7  /  15.3  /  5.4 ,48.7%,6.5%,197,0.1%,"8,231",Initiator
6,7,Sage,0.95, 14.3  /  15  /  7.3 ,50.1%,5.3%,196,0.1%,"6,703",Sentinel
7,8,Brimstone,0.98, 14.8  /  15  /  10.4 ,51.9%,5.3%,209,0.1%,"6,694",Controller
8,9,Raze,1.03, 16.5  /  16  /  5.1 ,50.4%,4.7%,238,0.1%,"5,930",Duelist
9,10,KAY/O,0.94, 14.7  /  15.7  /  9.4 ,45.6%,4.0%,206,0.1%,"5,070",Initiator
10,11,Cypher,1.01, 14.9  /  14.7  /  5 ,50.2%,3.3%,200,0.2%,"4,237",Sentinel
11,12,Phoenix,1.11, 17.4  /  15.7  /  5 ,51.9%,3.2%,242,0.1%,"4,011",Duelist
12,13,Fade,0.95, 14.4  /  15.1  /  6.8 ,46.5%,2.7%,199,0.1%,"3,420",Initiator
13,14,Astra,1.04, 15.5  /  14.9  /  8 ,50.5%,2.6%,210,0.1%,"3,347",Controller
14,15,Skye,0.95, 14.6  /  15.4  /  7.8 ,49.0%,2.4%,201,0.1%,"3,007",Initiator
15,16,Chamber,1.08, 16.3  /  15.1  /  2.9 ,49.0%,1.9%,220,0.1%,"2,406",Sentinel
16,17,Breach,0.93, 14.6  /  15.6  /  7.2 ,44.6%,0.9%,203,0.1%,"1,161",Initiator
17,18,Yoru,1.03, 16.5  /  16  /  4.5 ,47.5%,0.8%,223,0.1%,970,Duelist
18,19,Neon,0.99, 16.5  /  16.6  /  4.3 ,44.3%,0.6%,228,0.1%,775,Duelist
19,20,Viper,1.0, 15.2  /  15.2  /  6.1 ,47.8%,0.5%,206,0.1%,682,Controller
20,21,Harbor,0.93, 14  /  15.1  /  6.5 ,39.7%,0.3%,195,0.1%,368,Controller
