,Rank ,Agent ,KD ,KDA ,Win % ,Pick % ,Avg. Score ,First Blood % ,Matches ,Roles 
0,1,Jett,1.07, 17.3  /  16.1  /  3.6 ,49.1%,11.9%,237,0.1%,"9,360",Duelist
1,2,Raze,1.07, 17.1  /  16  /  4.8 ,50.2%,9.4%,244,0.1%,"7,405",Duelist
2,3,Reyna,1.15, 18  /  15.7  /  4.3 ,50.3%,8.9%,245,0.1%,"7,051",Duelist
3,4,Omen,1.01, 15.3  /  15.2  /  7.6 ,49.3%,8.6%,208,0.1%,"6,777",Controller
4,5,Killjoy,1.05, 15.1  /  14.4  /  3.7 ,50.2%,8.5%,206,0.2%,"6,726",Sentinel
5,6,Gekko,0.99, 14.8  /  15  /  5.2 ,51.0%,7.4%,199,0.1%,"5,825",Initiator
6,7,Breach,0.94, 14.6  /  15.5  /  7.6 ,49.1%,7.0%,199,0.1%,"5,550",Initiator
7,8,Chamber,1.14, 17.1  /  15  /  2.7 ,51.7%,4.4%,226,0.1%,"3,469",Sentinel
8,9,Skye,0.96, 14.4  /  15.1  /  8.1 ,48.2%,4.0%,201,0.1%,"3,176",Initiator
9,10,Sage,0.95, 14.4  /  15.1  /  7.1 ,49.9%,3.9%,198,0.1%,"3,047",Sentinel
10,11,Cypher,1.03, 15.1  /  14.7  /  4.8 ,49.0%,3.6%,204,0.2%,"2,826",Sentinel
11,12,Harbor,0.95, 14.6  /  15.3  /  6.4 ,48.2%,3.4%,197,0.1%,"2,693",Controller
12,13,Fade,0.96, 14.6  /  15.2  /  6.6 ,48.8%,3.3%,200,0.1%,"2,637",Initiator
13,14,Brimstone,0.99, 14.8  /  15  /  8.8 ,50.5%,3.3%,207,0.1%,"2,605",Controller
14,15,Astra,1.03, 15.2  /  14.7  /  6.6 ,47.7%,3.1%,205,0.2%,"2,416",Controller
15,16,KAY/O,0.92, 14.4  /  15.7  /  9.6 ,44.5%,2.3%,205,0.1%,"1,814",Initiator
16,17,Phoenix,1.12, 17.5  /  15.6  /  4.8 ,49.1%,2.3%,243,0.1%,"1,812",Duelist
17,18,Neon,1.0, 16.9  /  16.9  /  4.6 ,47.0%,1.4%,233,0.1%,"1,073",Duelist
18,19,Sova,0.96, 14.2  /  14.7  /  5.6 ,50.5%,1.3%,200,0.1%,"1,020",Initiator
19,20,Viper,1.03, 15.3  /  14.8  /  5.6 ,45.9%,1.1%,211,0.1%,856,Controller
20,21,Yoru,1.04, 16.5  /  15.9  /  4.5 ,45.2%,0.9%,225,0.1%,736,Duelist
