,Rank,Agent,KD,KDA,Win %,Pick %,Avg. Score,First Blood %,Matches
0,1,Jett,1.13, 18.3  /  16.1  /  3.4 ,49.0%,21.6%,246,0.2%,"44,931"
1,2,Chamber,1.16, 17.5  /  15.2  /  3 ,48.1%,16.4%,229,0.2%,"34,221"
2,3,Sova,1, 14.5  /  14.5  /  6.5 ,50.5%,11.5%,204,0.1%,"24,021"
3,4,Reyna,1.11, 17.8  /  16  /  3.6 ,50.5%,9.5%,241,0.2%,"19,788"
4,5,Raze,1.07, 17.4  /  16.3  /  4.7 ,56.4%,6.3%,241,0.2%,"13,107"
5,6,Omen,1.01, 15.5  /  15.4  /  6.6 ,47.8%,6.2%,206,0.1%,"12,903"
6,7,Brimstone,0.99, 15.1  /  15.3  /  9.9 ,52.2%,6.1%,211,0.1%,"12,699"
7,8,Viper,1, 14.8  /  14.9  /  5.3 ,47.9%,4.7%,200,0.1%,"9,792"
8,9,Sage,1.06, 15.7  /  14.8  /  7.1 ,52.2%,4.5%,214,0.1%,"9,384"
9,10,KAY/O,0.98, 15.2  /  15.5  /  8.1 ,47.1%,3.4%,213,0.1%,"7,140"
10,11,Skye,0.96, 15  /  15.6  /  5.2 ,54.6%,2.9%,199,0.1%,"6,069"
11,12,Breach,0.86, 13.8  /  15.9  /  5 ,38.1%,2.1%,180,0.1%,"4,284"
12,13,Killjoy,1.08, 15.6  /  14.4  /  3.5 ,58.6%,1.4%,209,0.1%,"2,958"
13,14,Cypher,1.03, 16.4  /  15.9  /  4.1 ,32.6%,1.1%,210,0.1%,"2,193"
14,15,Neon,0.94, 16.6  /  17.6  /  3.2 ,30.0%,0.7%,216,0.2%,"1,530"
15,16,Yoru,1.04, 16.3  /  15.6  /  3.3 ,51.7%,0.7%,221,0.2%,"1,479"
16,17,Astra,1.12, 17.9  /  15.9  /  6.8 ,40.0%,0.5%,238,0.1%,"1,020"
17,18,Phoenix,1.07, 19.1  /  17.9  /  4.6 ,50.0%,0.3%,250,0.2%,612
