,Rank ,Agent ,KD ,KDA ,Win % ,Pick % ,Avg. Score ,First Blood % ,Matches ,Roles 
0,1,Jett,1.08, 17.4  /  16  /  3.7 ,48.9%,13.9%,239,0.1%,"22,061",Duelist
1,2,Omen,0.98, 14.9  /  15.2  /  7.8 ,49.2%,11.5%,205,0.1%,"18,243",Controller
2,3,Reyna,1.12, 17.7  /  15.8  /  4.5 ,50.8%,10.5%,245,0.1%,"16,647",Duelist
3,4,Sova,1.01, 14.9  /  14.7  /  5.8 ,50.0%,8.2%,207,0.2%,"13,121",Initiator
4,5,Sage,0.93, 13.9  /  14.9  /  7.1 ,49.7%,7.5%,194,0.1%,"11,935",Sentinel
5,6,Killjoy,1.02, 14.7  /  14.4  /  3.7 ,49.8%,7.2%,203,0.2%,"11,383",Sentinel
6,7,Raze,1.05, 16.7  /  15.9  /  4.7 ,50.2%,5.2%,239,0.1%,"8,341",Duelist
7,8,Brimstone,0.97, 14.6  /  15  /  9.1 ,51.3%,5.1%,206,0.1%,"8,191",Controller
8,9,Cypher,1.01, 14.9  /  14.8  /  4.8 ,48.1%,4.7%,201,0.2%,"7,488",Sentinel
9,10,Skye,0.96, 14.8  /  15.3  /  7.6 ,49.2%,4.4%,204,0.1%,"7,048",Initiator
10,11,Phoenix,1.11, 17.3  /  15.7  /  4.8 ,49.8%,4.2%,242,0.1%,"6,744",Duelist
11,12,Fade,0.96, 14.6  /  15.2  /  6.7 ,48.6%,3.6%,201,0.1%,"5,654",Initiator
12,13,Breach,0.94, 14.6  /  15.5  /  7.2 ,47.0%,3.2%,202,0.1%,"5,057",Initiator
13,14,KAY/O,0.92, 14.5  /  15.7  /  9.3 ,45.1%,2.7%,206,0.1%,"4,333",Initiator
14,15,Chamber,1.07, 16.1  /  15.1  /  2.9 ,46.5%,2.7%,217,0.1%,"4,326",Sentinel
15,16,Astra,1.03, 15.2  /  14.8  /  7 ,47.6%,2.1%,206,0.2%,"3,366",Controller
16,17,Neon,0.97, 15.9  /  16.4  /  4.2 ,47.1%,1.1%,223,0.1%,"1,747",Duelist
17,18,Yoru,1.02, 16.2  /  15.8  /  4.6 ,47.7%,1.1%,221,0.1%,"1,723",Duelist
18,19,Viper,0.98, 14.4  /  14.6  /  5.8 ,49.2%,0.6%,202,0.2%,906,Controller
19,20,Harbor,0.91, 14  /  15.5  /  6.3 ,40.7%,0.5%,192,0.2%,794,Controller
