,Rank ,Agent ,KD ,KDA ,Win % ,Pick % ,Avg. Score ,First Blood % ,Matches 
0,1,Sage,0.98, 14.8  /  15  /  7.6 ,50.8%,13.0%,205,0.1%,"7,108"
1,2,Raze,1.06, 17.3  /  16.4  /  4.9 ,49.8%,12.8%,247,0.1%,"7,028"
2,3,Jett,1.07, 17.4  /  16.3  /  3.7 ,49.6%,12.3%,240,0.1%,"6,731"
3,4,Omen,1.02, 15.2  /  15  /  8.2 ,49.0%,10.0%,210,0.1%,"5,502"
4,5,Reyna,1.14, 18  /  15.7  /  4.4 ,51.2%,8.1%,247,0.1%,"4,444"
5,6,Skye,0.96, 14.7  /  15.4  /  7.9 ,49.2%,7.5%,202,0.1%,"4,099"
6,7,Killjoy,1.06, 15.4  /  14.5  /  3.7 ,50.3%,6.3%,210,0.2%,"3,440"
7,8,Cypher,1.01, 15  /  14.9  /  4.6 ,47.1%,6.2%,202,0.2%,"3,417"
8,9,Astra,1.05, 15.6  /  14.8  /  7.2 ,49.0%,4.4%,212,0.1%,"2,392"
9,10,Brimstone,1.01, 15.3  /  15.2  /  9.8 ,51.2%,3.9%,215,0.1%,"2,116"
10,11,KAY/O,0.94, 14.6  /  15.5  /  9.2 ,45.5%,3.1%,207,0.1%,"1,706"
11,12,Breach,0.95, 14.6  /  15.3  /  7.8 ,48.8%,3.1%,202,0.1%,"1,694"
12,13,Fade,0.99, 15  /  15.1  /  6.5 ,54.4%,2.6%,205,0.1%,"1,414"
13,14,Chamber,1.12, 17.1  /  15.2  /  2.9 ,46.1%,1.6%,228,0.1%,856
14,15,Phoenix,1.11, 17.2  /  15.5  /  4.9 ,54.5%,1.5%,240,0.1%,820
15,16,Viper,1.04, 15.9  /  15.3  /  5.8 ,46.3%,1.1%,216,0.2%,627
16,17,Sova,1.03, 15.1  /  14.7  /  5.4 ,47.9%,0.9%,208,0.1%,484
17,18,Yoru,1.06, 16.5  /  15.6  /  4.3 ,50.7%,0.7%,231,0.1%,404
18,19,Neon,0.96, 15.8  /  16.5  /  4.7 ,52.4%,0.6%,220,0.1%,315
19,20,Harbor,0.98, 15  /  15.3  /  6.6 ,50.2%,0.4%,209,0.1%,207
