,Rank ,Agent ,KD ,KDA ,Win % ,Pick % ,Avg. Score ,First Blood % ,Matches ,Roles 
0,1,Jett,1.08, 17.4  /  16  /  3.6 ,49.5%,12.4%,238,0.2%,"213,137",Duelist
1,2,Omen,0.98, 14.9  /  15.2  /  7.8 ,49.2%,11.0%,203,0.1%,"189,266",Controller
2,3,Reyna,1.13, 17.7  /  15.7  /  4.3 ,49.8%,9.5%,242,0.2%,"162,527",Duelist
3,4,Raze,1.06, 16.9  /  16  /  4.8 ,50.1%,9.3%,242,0.2%,"159,846",Duelist
4,5,Skye,0.95, 14.3  /  15.1  /  8.3 ,49.6%,7.1%,196,0.1%,"122,454",Initiator
5,6,Killjoy,1.03, 14.8  /  14.4  /  3.5 ,50.6%,6.6%,202,0.1%,"113,561",Sentinel
6,7,Chamber,1.1, 16.6  /  15  /  2.8 ,49.4%,6.2%,221,0.2%,"107,286",Sentinel
7,8,Breach,0.93, 14.3  /  15.4  /  7.5 ,48.6%,5.2%,196,0.1%,"88,828",Initiator
8,9,Gekko,0.94, 14.2  /  15.1  /  4.8 ,50.4%,4.6%,191,0.1%,"79,702",Initiator
9,10,Deadlock,1.0, 15.1  /  15.1  /  3.8 ,49.1%,4.5%,214,0.1%,"77,564",Sentinel
10,11,Sage,0.93, 14  /  15  /  7 ,50.0%,3.5%,192,0.1%,"59,345",Sentinel
11,12,Brimstone,0.97, 14.5  /  14.9  /  9.2 ,51.1%,3.3%,204,0.1%,"56,005",Controller
12,13,Astra,1.02, 15.1  /  14.7  /  6.8 ,49.6%,2.4%,203,0.1%,"41,094",Controller
13,14,Cypher,1.0, 14.8  /  14.7  /  4.6 ,48.5%,2.4%,199,0.1%,"40,569",Sentinel
14,15,Phoenix,1.1, 17.1  /  15.5  /  4.6 ,50.6%,2.2%,236,0.2%,"38,357",Duelist
15,16,Fade,0.95, 14.4  /  15.1  /  6.6 ,48.8%,2.0%,197,0.1%,"34,754",Initiator
16,17,Harbor,0.93, 14.2  /  15.3  /  6.4 ,46.2%,1.6%,193,0.1%,"28,352",Controller
17,18,Viper,1.03, 15.2  /  14.8  /  5.9 ,49.8%,1.4%,209,0.1%,"24,878",Controller
18,19,KAY/O,0.91, 14.3  /  15.6  /  9.5 ,44.0%,1.3%,202,0.1%,"22,330",Initiator
19,20,Neon,0.99, 16.3  /  16.5  /  4.3 ,47.9%,1.2%,227,0.2%,"20,648",Duelist
20,21,Sova,0.99, 14.6  /  14.9  /  5.6 ,48.3%,1.2%,204,0.1%,"20,430",Initiator
21,22,Yoru,1.0, 15.9  /  15.8  /  4.3 ,46.3%,1.1%,218,0.2%,"18,147",Duelist
