,Rank ,Agent ,KD ,KDA ,Win % ,Pick % ,Avg. Score ,First Blood % ,Matches 
0,1,Jett,1.08, 17.4  /  16.1  /  3.7 ,49.9%,13.2%,238,0.1%,"19,338"
1,2,Omen,0.99, 14.9  /  15.1  /  8 ,49.9%,11.5%,205,0.1%,"16,893"
2,3,Reyna,1.12, 17.9  /  15.9  /  4.6 ,50.1%,10.2%,245,0.1%,"14,884"
3,4,Sage,0.94, 14.2  /  15.1  /  7.2 ,50.8%,7.5%,196,0.1%,"10,982"
4,5,Killjoy,1.03, 14.8  /  14.4  /  3.7 ,51.1%,7.1%,204,0.2%,"10,381"
5,6,Sova,1.01, 15  /  14.8  /  5.9 ,50.6%,6.7%,208,0.2%,"9,845"
6,7,Gekko,0.97, 14.6  /  15.1  /  5.5 ,50.9%,6.7%,198,0.1%,"9,788"
7,8,Brimstone,0.97, 14.6  /  15  /  9.4 ,51.1%,5.0%,205,0.1%,"7,293"
8,9,Raze,1.06, 16.9  /  16  /  4.9 ,49.9%,4.8%,241,0.1%,"7,015"
9,10,Cypher,1.01, 14.8  /  14.7  /  4.7 ,47.1%,4.6%,202,0.1%,"6,732"
10,11,Phoenix,1.12, 17.6  /  15.7  /  4.9 ,50.7%,3.7%,244,0.1%,"5,477"
11,12,Skye,0.94, 14.6  /  15.5  /  7.5 ,47.1%,3.6%,200,0.1%,"5,295"
12,13,Fade,0.96, 14.5  /  15.2  /  6.9 ,48.7%,3.2%,201,0.1%,"4,719"
13,14,Chamber,1.1, 16.6  /  15.1  /  2.9 ,50.9%,2.5%,221,0.1%,"3,713"
14,15,Breach,0.94, 14.7  /  15.6  /  7.1 ,48.9%,2.4%,203,0.1%,"3,565"
15,16,KAY/O,0.93, 14.5  /  15.6  /  9.4 ,46.3%,2.3%,206,0.1%,"3,330"
16,17,Astra,1.01, 15.1  /  14.9  /  7.1 ,48.7%,2.1%,204,0.1%,"3,092"
17,18,Yoru,1.02, 16.3  /  15.9  /  4.6 ,47.8%,1.0%,223,0.1%,"1,477"
18,19,Neon,1, 16.5  /  16.6  /  4.2 ,45.2%,0.8%,229,0.1%,"1,231"
19,20,Viper,0.97, 14.4  /  14.9  /  5.7 ,47.2%,0.5%,205,0.1%,772
20,21,Harbor,0.94, 14.4  /  15.3  /  6.3 ,41.2%,0.5%,198,0.1%,723
